
 -  09:18:22.000 - 	INFO:	  Maze sizes set --X:50, Y:20-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:16-- 
 -  09:18:23.232 - 	INFO:	  Tour: Visiting top half
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:14, Y:16-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:14, Y:17-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:17-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:16, Y:17-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:16, Y:16-- 
 -  09:18:23.232 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:15, Y:15-- 
 -  09:18:23.232 - 	INFO:	  	Getting Directions....
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:15, Y:16--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:16-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:16, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:16, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:15, Y:14--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:14-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:14, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:14, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.232 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.232 - 	INFO:	  Building Left(West)
 -  09:18:23.232 - 	DEBUG2:		  Moving to:  --X:14, Y:15-- 
 -  09:18:23.232 - 	INFO:	  Tour: Position:  --X:15, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Tour: X axis <=> Left: 14 - Right: 16
 -  09:18:23.232 - 	DEBUG1:		Tour: Y axis <=> Up: 16 - Down: 14
 -  09:18:23.232 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:15-- 
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.232 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:16-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:16, Y:16-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:16, Y:15-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:16, Y:14-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:14-- 
 -  09:18:23.232 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:14, Y:15-- 
 -  09:18:23.232 - 	INFO:	  	Getting Directions....
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:15, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:13, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:13, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.232 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.232 - 	INFO:	  Building Left(West)
 -  09:18:23.232 - 	DEBUG2:		  Moving to:  --X:13, Y:15-- 
 -  09:18:23.232 - 	INFO:	  Tour: Position:  --X:14, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Tour: X axis <=> Left: 13 - Right: 15
 -  09:18:23.232 - 	DEBUG1:		Tour: Y axis <=> Up: 16 - Down: 14
 -  09:18:23.232 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:14, Y:15-- 
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.232 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:14, Y:16-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:16-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:15-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:15, Y:14-- 
 -  09:18:23.232 - 	DEBUG3:		    Cell sent to Cartographer:  --X:14, Y:14-- 
 -  09:18:23.232 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:13, Y:15-- 
 -  09:18:23.232 - 	INFO:	  	Getting Directions....
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:13, Y:16--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:16-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:14, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:14, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:13, Y:14--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:14-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:12, Y:15--  is acceptable
 -  09:18:23.232 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:12, Y:15-- 
 -  09:18:23.232 - 	DEBUG1:		Get Direction:	 Direction Return = 0
 -  09:18:23.248 - 	INFO:	  Calling backtrack()
 -  09:18:23.248 - 	DEBUG3:		    Cell sent to Cartographer:  --X:13, Y:15-- 
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:14, Y:15-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:16, Y:15--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:16, Y:15-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:12, Y:15--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:12, Y:15-- 
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:15, Y:15-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:15, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:17, Y:15--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:17, Y:15-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:15, Y:13--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:13-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:13, Y:15--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:15-- 
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:15, Y:16-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:15, Y:18--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:18-- 
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:15, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:13, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:15, Y:19--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:19-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:17, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:17, Y:17-- 
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:14, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:16, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:16, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:12, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:12, Y:17-- 
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.248 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:13, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:15, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:13, Y:15--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:15-- 
 -  09:18:23.248 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:11, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:11, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		backtrack() succeeded
 -  09:18:23.248 - 	DEBUG1:		backtrack() found: --X:12, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Cartographer:	 Total Cells Visited: 905
 -  09:18:23.248 - 	INFO:	  About to start building a path
 -  09:18:23.248 - 	INFO:	  	Getting Directions....
 -  09:18:23.248 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:13, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:11, Y:17--  is acceptable
 -  09:18:23.248 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:11, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.248 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.248 - 	INFO:	  Building Left(West)
 -  09:18:23.248 - 	DEBUG2:		  Moving to:  --X:11, Y:17-- 
 -  09:18:23.248 - 	INFO:	  Tour: Position:  --X:12, Y:17-- 
 -  09:18:23.248 - 	DEBUG1:		Tour: X axis <=> Left: 11 - Right: 13
 -  09:18:23.248 - 	DEBUG1:		Tour: Y axis <=> Up: 18 - Down: 16
 -  09:18:23.248 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:12, Y:17-- 
 -  09:18:23.263 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:12, Y:18-- 
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:13, Y:18-- 
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:13, Y:17-- 
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:13, Y:16-- 
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:12, Y:16-- 
 -  09:18:23.263 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:11, Y:17-- 
 -  09:18:23.263 - 	INFO:	  	Getting Directions....
 -  09:18:23.263 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:11, Y:18--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:18-- 
 -  09:18:23.263 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:12, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:12, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:11, Y:16--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:16-- 
 -  09:18:23.263 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:10, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:10, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Get Direction:	 Direction Return = 0
 -  09:18:23.263 - 	INFO:	  Calling backtrack()
 -  09:18:23.263 - 	DEBUG3:		    Cell sent to Cartographer:  --X:11, Y:17-- 
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:12, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:14, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:14, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:10, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:10, Y:17-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:13, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:13, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:15, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:15, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:13, Y:15--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:15-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:11, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:17-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:13, Y:18-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:13, Y:16--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:16-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:13, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:13, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:11, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:19-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:12, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:14, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:14, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:10, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:10, Y:19-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:11, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:13, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:13, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:11, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:9, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:19-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:10, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:8, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:8, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:12, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:12, Y:19-- 
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.263 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:9, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:11, Y:19--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:19-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:9, Y:17--  is acceptable
 -  09:18:23.263 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:17-- 
 -  09:18:23.263 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:7, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:7, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		backtrack() succeeded
 -  09:18:23.279 - 	DEBUG1:		backtrack() found: --X:8, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Cartographer:	 Total Cells Visited: 906
 -  09:18:23.279 - 	INFO:	  About to start building a path
 -  09:18:23.279 - 	INFO:	  	Getting Directions....
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:9, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:7, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:7, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.279 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.279 - 	INFO:	  Building Left(West)
 -  09:18:23.279 - 	DEBUG2:		  Moving to:  --X:7, Y:19-- 
 -  09:18:23.279 - 	INFO:	  Tour: Position:  --X:8, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Tour: X axis <=> Left: 7 - Right: 9
 -  09:18:23.279 - 	DEBUG1:		Tour: Y axis <=> Up: 20 - Down: 18
 -  09:18:23.279 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:8, Y:19-- 
 -  09:18:23.279 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:8, Y:20-- 
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:9, Y:20-- 
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:9, Y:19-- 
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:9, Y:18-- 
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:8, Y:18-- 
 -  09:18:23.279 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:7, Y:19-- 
 -  09:18:23.279 - 	INFO:	  	Getting Directions....
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:7, Y:20--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:7, Y:20-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:8, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:8, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:7, Y:18--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:7, Y:18-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:6, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:6, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Get Direction:	 Direction Return = 0
 -  09:18:23.279 - 	INFO:	  Calling backtrack()
 -  09:18:23.279 - 	DEBUG3:		    Cell sent to Cartographer:  --X:7, Y:19-- 
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:8, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:6, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:6, Y:19-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:9, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:7, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:7, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:11, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:19-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:9, Y:18-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:9, Y:16--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:16-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:9, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:9, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:11, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:11, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 South on (x, iy)  --X:9, Y:15--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:15-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:7, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:7, Y:17-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:8, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:10, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:10, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:6, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:6, Y:17-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:7, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:5, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:5, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 North on (x, iy)  --X:7, Y:19--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:7, Y:19-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:9, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:9, Y:17-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:6, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 East on (ix, y)  --X:8, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:8, Y:17-- 
 -  09:18:23.279 - 	DEBUG1:		Backtrack:	 West on (ix, y)  --X:4, Y:17--  is acceptable
 -  09:18:23.279 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:4, Y:17-- 
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Removed top Cell from Stack
 -  09:18:23.279 - 	INFO:	  Backtrack:	 Acquired top Cell from Stack:  --X:5, Y:17-- 
